Sno,SubCounty,Ward,Village,Latitude,Longitude,RuralUrban,DistancetonextstrategicBoreholekm,Totalnumberofhouseholdscurrentlyservedfromthescheme,WhatistheserviceareaforthisschemeHowmanykilometersfromheredothep,Isthisschemeusedforagricultureandirrigationbyfarmers,Howmanyfarmersusethisscheme ,Whatistheaveragesizedfarmthatusesthiswaterhectares ,Isthewaterschemeusedforlivestock,Estimatednumberofcamelsusingschemeperday,Estimatednumberofcattleusingschemeperday,Estimatednumberofhorsesdonkeysusingwaterpointperday,Estimatednumberofgoatssheepusingwaterpointperday,Isthewaterschemeusedforwatertrucking,Numberoftrucksfillingperday,Howmanytimesperweekdoesthewatertruckingoccur,Addanyothercommentsonwatertruckingdetails,ConstructionyearofthewellboreholeinEFYortheyearofrehabilitation,Boreholeorwelldepthmeters,Physicalstateofthewellborehole,TypeofPower,Productionofsystemyieldordischargemeterscubedhour,Isthereawatermeteratthewatersource,Isthewatermeterworking,Whatisthecurrentreadingofthewatermeter,Isthewaterschemecurrentlyfunctional,Pleasetakeapictureillustratingthenonfunctionalityorpartialfuncti,Maincauseofnonfunctionalityorpartialfunctionality,MaincauseofnonfunctionalityorpartialfunctionalityOtherspecify,Numberofmonthssincenonfunctional,Doestheschemehaveanyemergingproblemsthatmightleadtononfunctional,Pleasedescribetheproblemsthatmightleadtononfunctionalityinthenea,Wasthewaterschemeoutofserviceoneormoredaysinthelastmonth,Numberofdaysoutofserviceinthelastmonth,Dateoflastserviceorrepair,Howmanytimeshasthewaterschemebrokeninthelastyear,Describethefunctionalityproblemsoverthepastyear,Howmanydaysperweekdoesthepumprunonaverage,Howmanyhoursperdaydoesthepumprunonaverage,Isthisaseasonalwaterschemethatcommonlyfailsinthedryseason,Isthepumpusedlessduringwetrainyseason,Duringwetrainyseasonshowmanydaysaweekdoesthepumprunonaverage,Duringwetrainyseasonshowmanyhoursperdaydoesthepumprunonaverage,SolarPanelpowerratingWatts,SolarPanelCondition,Yearwhengeneratorwasinstalledoryearofreinstallation,Physicalstateofthegenerator,Generatorbrand,GeneratorbrandOtherspecify,Generatormodel,Generatorserialnumber,GeneratormaxAmpsstartingamps,Generatorpicture,PumpControllerManufacturer1,PumpControllerManufacturerOtherspecify,PumpControllerModelNumber,Pictureofpumpcontroller,PumpMotorModelNumber,Pumpheadmodelnumber,Typeandsizeofcasing,Wellpumpremarks,Contact1name,Contact1position,Contact1positionOtherspecify,Contact1telephonenumber,Contact2name,Contact2positionOtherspecify,Contact2telephonenumber,Isasensorinstalledatthesite,Typeofsensorinstalled,TypeofsensorinstalledOtherspecify,Managementbody,Currentmanagementstatus,Whatisthemethodofpayment1,WhatisthemethodofpaymentOtherspecify1,Whatisthemethodofpayment2,Typeoftariffsystemmostcommon,WhatisthetariffamountinKES,Isthereaspecialtariffforlivestockperanimal,WhatisthetariffpercamelKES,WhatisthetariffpercattleKES,WhatisthetariffperhorsedonkeyKES,WhatisthetariffpergoatsheepKES,Isthereatariffperinstitutionschoolshealthcentresetc,WhatisthemonthlyinstitutionaltariffKES,Numberofinstitutionssuppliedbyschemethatpayamonthlyinstitutional,Whenthisboreholeisworkingfromwheredohouseholdsprimarilygettheirw,Whenthisboreholeisworkingfromwheredohouseholdsprimarilygetthei_A,WhenthisboreholeisworkinghowmanyHOURSperdaydohouseholdstypically,Whenthisboreholeisnotworkingfromwheredohouseholdsprimarilygetthe,WhenthisboreholeisNOTworkingandhouseholdshavetouseanalternativew,Hastherebeensomewaterqualitytestingforthisschemeinthepast,Yearofmostrecentwaterqualitytestdone,Whatwastheresult,Aretherespecificcontaminantsofconcern,AretherespecificcontaminantsofconcernOtherspecify,MeasuredWaterQualityTemperature,MeasuredWaterQualitySpecificconductancemicroSiemenspercm, MeasuredWaterQualityTotalDissolvedSolidsmilligramsliter,Pleaseaddanotherrelevantnotesontheborehole,V109,V110
60,Balambala,Sankur,Lago,#NULL!,#NULL!,Rural,27.00,72.0,10.0,No,#NULL!,#NULL!,Yes,50000.0,5000.0,5000.0,10000.0,No,#NULL!,#NULL!,,Not Sure,230.0,Normal,Generator,8,No,No,#NULL!,Fun,,,,,Yes,"Over-heating of generator,Generator is place",Yes,6.0,#NULL!,#NULL!,"Motor burnt,engine failure",7.0,6.0,Yes,No,4.0,2.0,,,Not Sure,Normal,Perkins,,JP30,None,50.0,https://api.mwater.co/v3/images/eb3a4a6f49aa49b087d621676964ad38,Grundfos,,,,Tesla,205,6,The pump is ok but it has no controller,Abdi shacow,Other (please s,Operator,706264733.0000000000000,,,#NULL!,No,,,No management organisation,,Cash,,Cash,Tariff per Je,20.0,Yes,10,5,N/A,3.0,No,#NULL!,#NULL!,Other (please specify),From the water point at trough,1.0,A surface water source,5,Yes,Don't Know,Don't Know,Sa,,,,,"No community tap,the water quality is saline hence need further test,management is not upto date require be trained",#NULL!,
61,Modogashe,Maalimin,skanksa,0.9040168000000000,39.319264600000000,Rural,26.00,500.0,1.0,No,#NULL!,#NULL!,Yes,200.0,300.0,20.0,3000.0,No,#NULL!,#NULL!,,2012,250.0,Normal,Generator,25,Yes,Yes,98379.000000000,Fun,,,,,No,,No,#NULL!,3-Feb-36,2.0,The borehole is saline and the community are not using for domestic purp,5.0,8.0,No,Yes,0.0,0.0,,,2012,Normal,Perkins,,0,0,0.0,,,,0,,0,0,"8"" steel",The pump is functional.,Yunis,Scheme operator,,0.0000000000000,0,,0.00000000000,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is not active,Cash,,Cash,Fixed tariff,500.0,Yes,10,5,2,2.0,Yes,500.0,3.0,community tap,,0.0,A surface water source,6,No,,,No,,0,0,0,,#NULL!,
62,Balambala,Balambala,Balambala,-0.0435623000000000,39.059473800000000,Rural,15.00,1000.0,6.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2018,170.0,Normal,Generator,27,Yes,Yes,7372.000000000,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,It has no functional problem,7.0,2.0,No,No,7.0,2.0,,,2018,Normal,Perkins,,Daylif,PG1804003515,31.0,https://api.mwater.co/v3/images/433c010714f64244b759c88b15a66b72,Grundfos,,,,,,GI pipe 8 inch,We were not able to get pump information from the ope,Kalif,WASHCO Chairper,,728457562.0000000000000,,,#NULL!,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,600.0,No,,,,#NULL!,No,#NULL!,#NULL!,household tap,,1.0,A surface water source,1,Yes,2018,Water is safe,,,,,,,#NULL!,
63,Balambala,Balambala,Kasha,#NULL!,#NULL!,Rural,10.00,250.0,30.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2015,5.0,Poor,Generator,35,No,No,#NULL!,Non,,Other (please specify),Flood,8,,,Yes,240.0,10-Jul-05,1.0,Main cause of functionality problem is flood   it took away intake syste,6.0,3.0,No,No,6.0,3.0,,,2015,Doesn't function,Lister Petter,,Germany,04008615TR3A,25.9,https://api.mwater.co/v3/images/1cdb8474851f41afa4c68043efa2eb02,,,,,,,,,Chief,WASHCO member,,723865858.0000000000000,,,#NULL!,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Tariff per Je,20.0,No,,,,#NULL!,No,#NULL!,#NULL!,community tap,,1.0,A surface water source,3,Yes,Don't Know,Water is safe,No,,,,,The system is not working now but it's on rehabilitation.,#NULL!,
64,Balambala,Danyere ward,Sikley,-0.0689545000000000,38.740628400000000,Rural,5.00,50.0,10.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2013,20.0,Doesn't function,Generator,15,No,No,#NULL!,Non,https://api.mwater.co/v3/images/54ae57cc591544f6bf64f728d55f9244,Submersible pump failure,,2510,,,Yes,2510.0,5-Jul-05,7.0,"Engine problem,Water kiosk and storage problem
Pump failure",0.0,0.0,No,No,0.0,0.0,,,2013,Doesn't function,,Unknown,,,#NULL!,https://api.mwater.co/v3/images/51dd921ab1a849f38219a1cc8e8815c1,,,,,,,,The system has been affected by flood therefore we we,Ibrahim,WASHCO Chairper,,704093555.0000000000000,,,#NULL!,No,,,No management organisation,,No Pa,,No Payment Ma,No payment,#NULL!,No,,,,#NULL!,No,#NULL!,#NULL!,community tap,,2.0,A surface water source,Don't K,Yes,2013,Water is safe,No,,,,,,#NULL!,
65,Lagdera,Baraki,Baraki,#NULL!,#NULL!,Rural,25.00,500.0,1.0,No,#NULL!,#NULL!,Yes,300.0,200.0,50.0,2000.0,No,#NULL!,#NULL!,,2000,108.0,Normal,Hybrid,10,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,2-Jan-00,#NULL!,The submersible pump failed.,8.0,6.0,No,Yes,3.0,0.0,,,,,,,,,#NULL!,,Lorentz,,0,https://api.mwater.co/v3/images/e7e0784c48654895a5001368c1b34aae,0,,150 MM G.Im,The pump is functional.,0,Scheme operator,,0.0000000000000,,,0.00000000000,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is not active,Cash,,Cash,Fixed tariff,0.0,Yes,5,3,0,1.0,No,#NULL!,#NULL!,community tap,,0.0,A surface water source,6,No,,,No,,,,,,#NULL!,
66,Balambala,Sankur,Shimbirey,-0.0468752000000000,39.498953300000000,Rural,35.00,150.0,2.0,No,#NULL!,#NULL!,Yes,100.0,100.0,200.0,500.0,No,#NULL!,#NULL!,,2002,280.0,Normal,Generator,10,No,No,#NULL!,Fun,,,,,Yes,Mansonary tank constructed but piping connec,No,#NULL!,30-Sep-27,#NULL!,Production is very low compare to the  demand.,5.0,2.0,Yes,Yes,2.0,1.0,,,2013,Poor,Perkins,,,,#NULL!,https://api.mwater.co/v3/images/a3c5faa7ce5241eeab59fb8e913f5e45; https://api.mwater.co/v3/images/039607e6731c41c786cb6b7f96ac90a7,,,,,,,8,We were not able to access pump information from the,Issak,Other (please s,Operator,726115639.0000000000000,,,#NULL!,Yes,SweetSense,,No management organisation,,Cash,,Cash,Tariff per Je,20.0,Yes,10,5,5,3.0,No,#NULL!,#NULL!,Other (please specify),The water is saline most of the comm,0.0,A surface water source,Don't K,Yes,Don't Know,Water is unsaf,Sa,,,,,The borehole is saline far from community,#NULL!,
67,Lagdera,Shanta Abaq,Shanta abaq,#NULL!,#NULL!,Rural,20.00,600.0,1.0,No,#NULL!,#NULL!,Yes,2000.0,2000.0,500.0,10000.0,Yes,0.0,0.0,Water trucking is being done during the wet s,2008,150.0,Normal,Generator,10,No,No,#NULL!,Fun,,,,,Yes,The pump fails. The draw pipes are always pr,Yes,5.0,#NULL!,#NULL!,The stanby genset is not working. The injector pump needs to to be repla,12.0,8.0,Yes,Yes,3.0,9.0,,,2017,Normal,Perkins,,JP 920,GV83540u9033,#NULL!,https://api.mwater.co/v3/images/bea031fac9d14e53b210aec5f5adc4e0; https://api.mwater.co/v3/images/b50c21e5d9c74ed4b240e326282e4588,Other (pleas,Dayliff,,https://api.mwater.co/v3/images/b6f9365cc9644c56967548ee7a907ce5,,,150 MM GI casi,The pump is functioning.,daud  Yussuf,Scheme operator,,714648220.0000000000000,Abdullahi Dunte,,723245258.00000000000,No,,,Water management committee,WASHCO or Utility is not active,Cash,,Cash,Tariff per cu,1500.0,Yes,15,5,0,1.0,No,#NULL!,#NULL!,Other (please specify),water pan,6.0,A surface water source,6,No,,,,,,,,,#NULL!,
68,Balambala,Danyere,Danyere,0.0195832000000000,38.739255900000000,Rural,#NULL!,130.0,50.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2015,#NULL!,Doesn't function,Unknown,0,No,No,#NULL!,Non,https://api.mwater.co/v3/images/7372ebf5b52c447d93100f805ecb3149,Other (please specify),Not operational,7,,,Yes,2510.0,#NULL!,0.0,Intake is from river source treatment plant and storage done but piping,0.0,0.0,No,No,0.0,0.0,,,,,,,,,#NULL!,,Other (pleas,,,,,,,Not yet installed,Ismail,WASHCO member,,723820503.0000000000000,,,#NULL!,No,,,No management organisation,,No Pa,,No Payment Ma,No payment,#NULL!,No,,,,#NULL!,No,#NULL!,#NULL!,Other (please specify),Nothing is working,0.0,A surface water source,2,No,,,,,,,,This a new project only piping is yet to be connected to the storage,#NULL!,
69,Balambala,Jarjara,Kone,-0.0313935000000000,38.985983400000000,Rural,10.00,100.0,30.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2018,10.0,Normal,Generator,15,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,It has no functional problem,5.0,2.0,No,Yes,4.0,1.0,,,2018,Normal,Perkins,,,,#NULL!,https://api.mwater.co/v3/images/6fb80a9d7f5545a9888dcaf687557e66,,,,,,,,,Abdi,WASHCO member,,723145680.0000000000000,,,#NULL!,No,,,No management organisation,,Cash,,Cash,Tariff per Je,20.0,No,,,,#NULL!,No,#NULL!,#NULL!,community tap,,1.0,A surface water source,3,Yes,Don't Know,Water is safe,,,,,,,#NULL!,
70,Lagdera,sabena,Gurufa,#NULL!,#NULL!,Rural,20.00,300.0,1.0,No,#NULL!,#NULL!,Yes,300.0,1000.0,500.0,2500.0,No,#NULL!,#NULL!,,2007,150.0,Normal,Generator,14,No,No,#NULL!,Fun,,,,,Yes,Currently non.,Yes,0.0,9-Jul-05,2.0,The control panel failed and later replaced. The injector pump for the G,5.0,6.0,Yes,Yes,2.0,5.0,,,2017,Normal,Perkins,,,,#NULL!,https://api.mwater.co/v3/images/b9ceda9d622549bcbffe7c09c111dd79; https://api.mwater.co/v3/images/32be9dbb9c8843f1afc79027e0763898,Other (pleas,dayliff,,https://api.mwater.co/v3/images/cfa7e8a60f0f4d109c013332e05db4fb,,,,The pump is functional. There's a standby gensets on,Ali Daud,Scheme operator,,700235950.0000000000000,Abdikani,Treasurer.,723590139.00000000000,No,,,Water management committee,WASHCO or Utility is not active,Cash,,Cash,Tariff per cu,100.0,Yes,10,5,0,1.0,No,#NULL!,#NULL!,community tap,,0.0,Other (please specify),6,No,,,,,,,,This is an EDE borehole. there's a need to provide solar energy to cut the cost.,#NULL!,
71,Lagdera,Baraki ward,Afweyne,#NULL!,#NULL!,Rural,45.00,500.0,2.0,No,#NULL!,#NULL!,Yes,500.0,200.0,100.0,3000.0,No,#NULL!,#NULL!,,2013,0.0,Doesn't function,Unknown,0,No,No,#NULL!,Non,,Other (please specify),the pan embarkment has been swept a way,12,,,Yes,0.0,8-Jul-05,2.0,The Water Pan embarkment has been swept away by floods. The inlet is clo,0.0,0.0,Yes,No,0.0,0.0,,,,,,,,,#NULL!,,Other (pleas,,,,,,,,Chief,Scheme operator,,0.0000000000000,0,Area Chief,0.00000000000,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,No Pa,,No Payment Ma,No payment,#NULL!,Yes,0,0,0,0.0,No,#NULL!,#NULL!,Other (please specify),they go to  to Baraki which is 45 km,0.0,Other (please specify),12,No,,,,,,,,,#NULL!,
72,Balambala,Balambala,Abdisamad,#NULL!,#NULL!,Rural,35.00,300.0,25.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2009,170.0,Normal,Generator,3,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,"It has no fencing,distribution line and community tap",7.0,5.0,Yes,Yes,3.0,3.0,,,2008,Poor,Lister Petter,,England,,#NULL!,https://api.mwater.co/v3/images/2752e5b90d2045aab1b17154e7cb0ac5,Grundfos,,,https://api.mwater.co/v3/images/e7a8f587e31541f0a91e6a953d5ef886,,,GI 8 inch,,Mohamed,Scheme operator,,742994058.0000000000000,,,#NULL!,No,,,No management organisation,,Cash,,Cash,Tariff per Je,20.0,Yes,N/A,5,5,3.0,No,#NULL!,#NULL!,Other (please specify),At troughs,1.0,A different water tap,3,Yes,Don't Know,Water is safe,No,,,,,,#NULL!,
73,Balambala,Danyere,Block Mudey,-0.0597068000000000,38.968280000000000,Rural,10.00,150.0,30.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2015,15.0,Poor,Generator,7.5,No,No,#NULL!,Par,https://api.mwater.co/v3/images/0392f0f09f914eecbae5a3361ea4114b,Distribution pipeline or taps failure,,12,Yes,"Intake is not properly placed 
Distribution",Yes,12.0,#NULL!,3.0,"Storage problems
Pipe leakages 
Engine overheating",5.0,2.0,No,No,7.0,2.0,,,2015,Poor,Lister Petter,,England,12011439TR2A,11.0,https://api.mwater.co/v3/images/97164737d2b0413aa39957a17ad41749,Other (pleas,No pump contr,,,,,,No pump available at river source,Mohamed,WASHCO Chairper,,702704536.0000000000000,,,#NULL!,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is not active,No Pa,,No Payment Ma,No payment,#NULL!,No,,,,#NULL!,No,#NULL!,#NULL!,community tap,,1.0,A surface water source,3,No,,,No,,,,,"System is a river water source with no proper intake,distribution and storage.it requires improvement and rehabilit",#NULL!,
74,,,Bula kurow,#NULL!,#NULL!,Rural,10.00,60.0,20.0,No,#NULL!,#NULL!,No,#NULL!,#NULL!,#NULL!,#NULL!,No,#NULL!,#NULL!,,2017,40.0,Normal,Generator,18,No,No,#NULL!,Fun,,,,,No,,Yes,0.0,25-Nov-32,#NULL!,No functioning problems,5.0,2.0,No,No,3.0,3.0,,,2017,Normal,Perkins,,Germany,,#NULL!,,,,,,,,,We were not able to get pump information because the,Abdullahi,WASHCO member,,710461627.0000000000000,,,#NULL!,No,,,No management organisation,,No Pa,,No Payment Ma,No payment,#NULL!,No,,,,#NULL!,No,#NULL!,#NULL!,community tap,,1.0,A different water tap,3,Yes,Don't Know,Water is safe,No,,,,,,#NULL!,
75,Lagdera,Sabena,Gurufa,#NULL!,#NULL!,Rural,17.00,300.0,1.0,No,#NULL!,#NULL!,Yes,300.0,500.0,200.0,3000.0,No,#NULL!,#NULL!,,2000,150.0,Normal,Hybrid,8,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,#NULL!,#NULL!,,5.0,8.0,Yes,Yes,7.0,5.0,,,,,,,,,#NULL!,,,,,,,,"8"" steel casin",The pump is functional.,daud,Scheme operator,,717785425.0000000000000,chief,Chief,717785425.00000000000,Yes,SweetSense,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,10,5,3,2.0,No,#NULL!,#NULL!,community tap,,1.0,A surface water source,8,No,,,,,,,,,#NULL!,
76,,,Skanska borehole two.,#NULL!,#NULL!,Rural,26.00,500.0,1.0,No,#NULL!,#NULL!,Yes,300.0,600.0,200.0,2500.0,No,#NULL!,#NULL!,,2013,150.0,Normal,Generator,20,No,No,#NULL!,Fun,,,,,No,,No,#NULL!,9-Jul-05,2.0,The submersible pump broke.,4.0,6.0,Yes,Yes,4.0,2.0,,,2018,Normal,Perkins,,,,#NULL!,,,,,,,,"8"" steel",The pump is working,Yunis,Scheme operator,,0.0000000000000,,,#NULL!,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,#NULL!,Yes,,,,#NULL!,No,#NULL!,#NULL!,community tap,,0.2,Rainwater,6,No,,,,,,,,,#NULL!,
77,Lagdera,Maalimin,Maalimin,0.3774507000000000,39.338925700000000,Rural,45.00,400.0,1.0,No,#NULL!,#NULL!,Yes,100.0,300.0,100.0,#NULL!,No,#NULL!,#NULL!,,2015,#NULL!,Poor,,20,Yes,Yes,#NULL!,Par,,Other (please specify),the water pan is fully stilted,12,Yes,The pan has alot of silted.,No,#NULL!,#NULL!,#NULL!,,0.0,0.0,No,Yes,#NULL!,#NULL!,,,,,,,,,#NULL!,,,,,,,,,,chief,Other (please s,Area Chie,0.0000000000000,,,#NULL!,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,No Pa,,No Payment Ma,No payment,#NULL!,No,,,,#NULL!,No,#NULL!,#NULL!,Other (please specify),water trucking,8.0,Other (please specify),8,No,,,,,,,,,#NULL!,
78,Lagdera,Maalimin,Dihle,#NULL!,#NULL!,Rural,15.00,230.0,1.0,No,#NULL!,#NULL!,Yes,200.0,500.0,20.0,1000.0,No,#NULL!,#NULL!,,2015,150.0,Doesn't function,Generator,8,No,No,#NULL!,Aba,https://api.mwater.co/v3/images/109fb182019a40d597583171ddafa1aa,Generator failure,,24,,,Yes,30.0,9-Jul-05,5.0,The Genset broke down. The control panel is not functioning. The pump ho,6.0,8.0,No,Yes,6.0,3.0,,,2011,Doesn't function,Lister Petter,,,,#NULL!,https://api.mwater.co/v3/images/b23711114d344530bf695f086e08da1b,,,,,,,"6"" GI.",The pump is functional. The Genset is not working.,daud,Scheme operator,,0.0000000000000,0,,0.00000000000,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Cash,,Cash,Fixed tariff,500.0,Yes,10,5,0,2.0,No,#NULL!,#NULL!,community tap,,6.0,A surface water source,6,No,,,,,,,,,#NULL!,
79,Lagdera,Maalimin,Maalimin Ward,0.3739732000000000,39.346030200000000,Rural,#NULL!,400.0,1.0,No,#NULL!,#NULL!,Yes,#NULL!,100.0,500.0,3500.0,No,#NULL!,#NULL!,,2007,3.0,Normal,Unknown,20000,No,No,#NULL!,Fun,,,,,Yes,A lot of silt has been deposited. Thorough d,No,#NULL!,9-Jul-05,#NULL!,The pan needs desilting to increase the volume/ capacity.,0.0,0.0,No,No,0.0,0.0,,,,,,,,,#NULL!,,,,,,,,,,chief,Other (please s,chief,0.0000000000000,0,,0.00000000000,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,No Pa,,No Payment Ma,No payment,#NULL!,No,,,,#NULL!,No,#NULL!,#NULL!,Other (please specify),borehole.,6.0,Other (please specify),6,No,,,No,,,,,,#NULL!,
80,Lagdera,Modogashe,Modogashe,#NULL!,#NULL!,Urban,26.00,10000.0,3.0,No,#NULL!,#NULL!,Yes,0.0,0.0,0.0,0.0,Yes,3.0,7.0,The sand dam has a good water quality.,2018,8.0,Normal,Utility Power,30,Yes,No,0.000000000,Par,,Other (please specify),infiltration gallery has been swept away,6,Yes,The area is prone to flooding. During the ra,No,#NULL!,10-Jul-05,#NULL!,The sandam is always destroyed by the heavy rains as this is a seasonal,7.0,6.0,No,Yes,6.0,6.0,,,,,,,,,#NULL!,,,,,https://api.mwater.co/v3/images/a71953bc5b504acebacf76caedc58eac,,,3.4 m diameter,This is sand dam. It's a combination of both diesel r,Abdikar ore,Other (please s,water ins,0.0000000000000,Abdikar Ore,water inspector,726952528.00000000000,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is not active,Cash,,Cash,Fixed tariff,500.0,No,,,,#NULL!,Yes,1000.0,10.0,household tap,,0.0,Other (please specify),1,No,,,No,,,,,,#NULL!,
81,Modogashe,Maalimin,skanksa,0.9296470000000000,39.326819300000000,Rural,26.00,500.0,23.0,No,#NULL!,#NULL!,Yes,200.0,300.0,20.0,#NULL!,Yes,0.0,0.0,the water is saline,2007,3.0,Poor,,20,No,,#NULL!,Par,,Insufficient water at source,,,No,,Yes,0.0,#NULL!,#NULL!,"The water pan is silted up and needs desilting. The inlet ,strap and emb",0.0,0.0,No,No,0.0,0.0,,,,,,,,,#NULL!,,,,,,,,,,Ibrahim Omar,Woreda water of,,72339456.0000000000000,Area Chief,,722563936.00000000000,No,,,"Utility (e.g., WASCO)",WASHCO or Utility is active,Other,none,No Payment Ma,No payment,#NULL!,No,,,,#NULL!,No,#NULL!,#NULL!,Other (please specify),borehole that's located 45 km from t,0.0,Other (please specify),8,No,,,,,,,,,#NULL!,
82,Dadaab,Dadaab,Bulla Daidai,0.0428919000000000,40.302437000000000,Rural,1.00,300.0,1.0,No,#NULL!,#NULL!,Yes,0.0,0.0,50.0,200.0,No,#NULL!,#NULL!,,2011,156.0,Normal,Generator,20,No,,#NULL!,Fun,,,,,Yes,Alternator and fuel pump faulty This could l,Yes,2.0,#NULL!,3.0,Submersible pump replaced but the Water point has very poor service shed,7.0,8.0,No,Yes,7.0,8.0,,,2014,Normal,Perkins,,FG Wilson 25kva,Dj5150619320,18.0,https://api.mwater.co/v3/images/602ee8d0bacd487ca5ddc12659c2365c; https://api.mwater.co/v3/images/164302b6131a45398dd7110d87748c24,Grundfos,,96079927 v08,https://api.mwater.co/v3/images/699e406fecbd4cc4b3b513d711335dbb,11.8,,6,The pump is functioning well but the pump Attendants,Ahmed Sheikh,Other (please s,SCWO,720906897.0000000000000,,,#NULL!,No,,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Fixed tariff,1700.0,Yes,10,0,0,2.0,Yes,1700.0,2.0,community tap,,2.0,Other (please specify),4,No,,,,,,,,Borehole needs timely service and also requires a meter,#NULL!,
83,Dadaab,Abakaile,Kamuthe,0.2444067000000000,39.929743300000000,Rural,15.00,300.0,1.0,No,#NULL!,#NULL!,Yes,5000.0,500.0,200.0,6000.0,No,#NULL!,#NULL!,,2016,168.0,Normal,Hybrid,18,Yes,Yes,49392.000000000,Fun,,,,,No,,Yes,3.0,10-Jan-00,3.0,The Generating set is new but pump attendants need Capacity building,7.0,8.0,No,Yes,5.0,4.0,,,,,,,,,#NULL!,,Other (pleas,Davis,1PDP315 C/W,https://api.mwater.co/v3/images/dd832690690a44469626d91fb4699266,11,229,GI 6,Pump attendants lacks capacity building,Ahmed sheikh,Other (please s,SCwo,720906897.0000000000000,,,#NULL!,No,,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,10,5,0,2.0,No,#NULL!,#NULL!,community tap,,2.0,Other (please specify),12,No,,,,,,,,,#NULL!,
84,Dadaab,Abakaile,Madina,0.4057367000000000,39.870523300000000,Rural,18.00,400.0,2.0,No,#NULL!,#NULL!,Yes,10000.0,15000.0,5000.0,20000.0,Yes,4.0,6.0,Water tracking is usually done during a break,2015,162.0,Normal,Hybrid,20,Yes,Yes,42008.000000000,Fun,,,,,Yes,The sensors controls Unit is defective and c,Yes,30.0,#NULL!,3.0,The facillity was having no much functionality problems over the year bu,7.0,8.0,No,Yes,4.0,4.0,,,,,,,,,#NULL!,,Other (pleas,Davis,Sunverter 2,https://api.mwater.co/v3/images/840b592449b84884bfc2f1945d5d4e7e,11,229,6 GI,The well pump is Okey but the generator require servi,Ahmed sheikh,Other (please s,SCWO,720906897.0000000000000,,,#NULL!,No,,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,10,5,N/A,1.0,No,#NULL!,#NULL!,community tap,,2.0,Other (please specify),8,No,,,,,,,,,#NULL!,
85,Dadaab,Abakaile,Marothiley,0.1597600000000000,40.090606700000000,Rural,13.00,200.0,2.0,No,#NULL!,#NULL!,Yes,1000.0,0.0,50.0,5000.0,No,#NULL!,#NULL!,,2015,140.0,Normal,Hybrid,17,Yes,Yes,51146.000000000,Fun,,,,,No,,Yes,2.0,#NULL!,3.0,Frequent Breakdown due to poor maintainance and managed by unskilled pu,7.0,8.0,No,Yes,5.0,5.0,,,,,,,,,#NULL!,,Other (pleas,Daylif,Daylif manual ch,https://api.mwater.co/v3/images/1b1a24a2788e446f8ab8c88e743cf5b4,11,17,6,Well pump requires to be attended by trained Operator,Ahmed sheikh,Other (please s,SCWO,720906897.0000000000000,,,#NULL!,No,,,Water management committee,WASHCO or Utility is active,Cash,,Cash,Tariff per Je,5.0,Yes,10,5,0,1.0,Yes,1000.0,1.0,community tap,,2.0,Other (please specify),12,No,,,,,,,,,#NULL!,
